No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
W1010844A07Q,VINTAGE VENUE INTEREST TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),7.000000000000000000,483
M1011822ABII,RS FOOTBALL ARGENTINA TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,763
W1010844A01C,VINTAGE VENUE INTEREST TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),6.000000000000000000,414
MF310186ATSW,CODE ESSENTIAL FLIP FLOP,M,F3,FLIP FLOP,V7,Flip Flop,5.000000000000000000,270
W1010920A7WU,VINTAGE LOGO HERITAGE TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),4.000000000000000000,276
M1011355A98T,CL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,676
M1011397A07Q,VINTAGE COLLEGIATE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,376
M1011679A98T,VINTAGE 70S STRIPE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,336
M4010620A9DL,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),4.000000000000000000,977
MF310222A35C,CODE CORE VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,4.000000000000000000,636

