No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
Y9110172ATSJ,VINTAGE GRAPHIC MONTANA,G,91,BAGS,Y1,Rucksack,2.000000000000000000,249
Y9110252A8PV,CODE MONTANA BACKPACK,G,91,BAGS,Y1,Rucksack,2.000000000000000000,249
M1011634AADQ,CODE ATH. CLUB GRAPHIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,338
M1011637A1IP,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,378
M1011750A1FE,TONAL VL T SHIRT,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,359
M1011823ARXG,RS FOOTBALL WALES TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,108
M1011245A33B,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),2.000000000000000000,129
M3110340A6PI,BOXER DUAL LOGO DOUBLE PACK,M,31,UNDERWEAR/SLEEP,UN,Underwear (M),2.000000000000000000,318
M7010750A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,2.000000000000000000,738
MF310193A01C,CODE PRINTED POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,258

