No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,678
M4010608AVYJ,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,678
M7011022AC35,OFFICERS SLIM CHINO TROUSERS,M,70,PANT,B4,Woven Pant,2.000000000000000000,678
WF110276A04C,VEGAN LOW PRO CLASSIC SNEAKER,G,F1,SHOE,V6,Trainer,3.000000000000000000,657
M7110397A01C,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,558
M4010620A8UL,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,558
M7010793A3LS,CORE CARGO,M,70,PANT,B4,Woven Pant,3.000000000000000000,534
MF310223A44C,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,3.000000000000000000,507
M1011637A6SI,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,504
M3010211A9KJ,STUDIOS SWIM SHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498

