No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011637ABQF,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),8.000000000000000000,672
M1110252A7SP,VINT DESTROY POLO,M,11,POLO,T1,Pique Polo (M),5.000000000000000000,620
M7110394A7BN,VINTAGE STRAIGHT SHORT,M,71,SHORT,M1,Denim Short,2.000000000000000000,558
M1011637AT7X,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,521
M1011002A9DK,VL EMBOSS TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,504
M1011502AGBY,VINTAGE ATHLETIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,496
M7110391A6AL,VINTAGE GYM ATHLETIC SHORT UB,M,71,SHORT,B9,Jersey Short,4.000000000000000000,496
M7010890A6IX,VINTAGE SKINNY JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
M7110397A8FB,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,446
M1011637A6SI,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,421

