No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011245A07A,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),5.000000000000000000,387
M1011624A9DM,VINTAGE GYM ATH RAGLAN TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,676
W1011122ANFH,VINTAGE LOGO EMB TEE,G,10,T.SHIRT,C4,Basic Non-Printed T.Shirt (W),3.000000000000000000,258
M1011502AGBY,VINTAGE ATHLETIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,252
M1011814A34C,RS FOOTBALL GERMANY TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,162
M1011831AV2N,CORE LOGO CLASSIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,548
M1011245A5WX,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,192
M1011245AC22,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,194
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,722
M3010220A27E,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,685

