"Offer No."	"Type"	"No."	"Variant Type"	"Variant Code"	"Exclude"	"Unit of Measure"	"Description"	"No. of Items Needed"	"Line Group"	"Deal Price/Disc. %"	"Disc. Type"	"Standard Price"	"Standard Price Including VAT"	"Discount Amount"	"Discount Amount Including VAT"	"Offer Price"	"Offer Price Including VAT"

"QAT-MM-00002"	"Item"	"5057847178701"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"1"	"A"	"0.00"	"Deal Price"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"
"QAT-MM-00002"	"Item"	"5057847178732"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"1"	"A"	"0.00"	"Deal Price"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"	"0.00"
"QAT-MM-00002"	"Item"	"5059726221003"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221010"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221027"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221034"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221041"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221188"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221195"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221201"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221218"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221225"	" "	""	"No"	""	"CL TEE"	"1"	"A"	"0.00"	"Disc. %"	"139.00"	"139.00"	"0.00"	"0.00"	"139.00"	"139.00"
"QAT-MM-00002"	"Item"	"5059726221744"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221751"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221768"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221775"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221782"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221805"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221812"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221829"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221836"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221843"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221867"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00002"	"Item"	"5059726221874"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
