No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
W1011179A71D,VINTAGE ATHLETIC RINGER TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),3.000000000000000000,237
M1011355A01C,CL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M1011537A9BQ,VINTAGE SCRIPT INDIGO WW TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,282
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,747
M1011306A5XZ,VINTAGE SCRIPT STYLE COLL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,158
M1011570AU4Y,VINTAGE TEXTURE TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),2.000000000000000000,318
M3010190A09S,VINTAGE BOARDSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,248
M3110421A8UA,RECYCLED SLEEPWEAR SHORT,M,31,UNDERWEAR/SLEEP,U5,Sleepwear,2.000000000000000000,378
MF310193A01C,CODE PRINTED POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,258
MF310222A35C,CODE CORE VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,318

