No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011245A07A,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),4.000000000000000000,439
M3010220ATSW,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,722
M1011656AGI5,CODE CORE SPORT TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,318
M1011296A7FG,VINTAGE BASEBALL TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),2.000000000000000000,138
M1011417A9ED,VLE QUARTERBACK TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),2.000000000000000000,278
M3110339A6PP,BOXER MULTI DOUBLE PACK,M,31,UNDERWEAR/SLEEP,UN,Underwear (M),2.000000000000000000,318
MF310187A06G,CODE ESSENTIAL POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,128
MF310238A9WA,CODE CORE VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,302
W7010888A8PV,CODE CORE SPORT JOGGER,G,70,PANT,B1,Jersey Pant,1.000000000000000000,279
Y9010989A02A,CODE ESSENTIAL BASEBALL CAP,G,90,HATS,Z2,Cap,1.000000000000000000,129

