No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
W6011767AZTV,VINTAGE BUTTON DOWN L/S TOP,G,60,TOPS,T15,Long Sleeve Top (W),3.000000000000000000,207
M1011559A3KU,CODE ESSENTIAL OVERDYED TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M1011637AT7X,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,529
M1011245A44C,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,323
M1011245AC22,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,310
M1011474A01C,VINTAGE SCRIPTED COLLEGE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,237
M1011627A07K,VINTAGE COPPER LABEL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,265
M1011677A8WL,VINTAGE GREAT OUT APQ RGN TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,265
M1110349A98T,VINTAGE SUPERSTATE POLO,M,11,POLO,T1,Pique Polo (M),2.000000000000000000,249
MF310221A35C,CODE CORE SPRT VEGAN FLIP FLOP,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,194

