No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M4010621A02A,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),4.000000000000000000,1476
W5010911A03O,CLASSIC BIKER JACKET,G,50,JACKET,A3,Leather,2.000000000000000000,1208
MS311466A07Q,GYMTECH JOGGER,M,70,PANT,1P,Sports Pants,3.000000000000000000,1107
M1011353A6RT,VL TEE TRIPLE PACK,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,856
M4010620A8ZO,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,837
W5010964A0WA,HOODED SPIRIT SPORTS PUFFER,G,50,JACKET,A4,Padded,3.000000000000000000,822
M1110343B02A,CLASSIC PIQUE POLO,M,11,POLO,T1,Pique Polo (M),3.000000000000000000,747
M4010621A18C,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,738
M5011574A27E,VINTAGE VARSITY PATCHED BOMBER,M,50,JACKET,A1,Casual Jacket,1.000000000000000000,669
W2011613A8PV,CODE CORE SPORT HALF ZIP,G,20,SWEATS,G3,Sweats,2.000000000000000000,618

