No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
W5011530A98T,VINTAGE EMB SUIKAJAN,G,50,JACKET,A1,Casual Jacket,1.000000000000000000,579
Y9210007A02A,VINTAGE BRANDED BELT,M,92,BELTS,X3,Belts,3.000000000000000000,473
M7010888A6DN,VINTAGE SLIM JEAN,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
M7010888A6DN,VINTAGE SLIM JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
M7010888A8TV,VINTAGE SLIM JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
M3010215A8PV,CODE CORE SPORT 17 INCH SWIM,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,438
M4010623AM01,VINTAGE OXFORD S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,419
M7110397ADDP,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,419
W7010795A7UD,VINTAGE HIGH RISE STRAIGHT,G,70,PANT,B2,Denim Pant,1.000000000000000000,399
M2012916A02A,CODE TECH ZIP HOOD,M,20,SWEATS,G2,Zip Hood,1.000000000000000000,399
W2011310A02A,CODE TECH ZIP HOOD,G,20,SWEATS,G2,Zip Hood,1.000000000000000000,399

