No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011473A9CK,VINTAGE SCRIPT WORKWEAR TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,599
M1011473A8PV,VINTAGE SCRIPT WORKWEAR TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,525
M1110252AARX,VINT DESTROY POLO,M,11,POLO,T1,Pique Polo (M),5.000000000000000000,650
M1011626A7FE,VINTAGE COOPER CLASS RGLN TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,338
M1011245A5WZ,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),4.000000000000000000,263
M1110306A7RV,VINTAGE TIPPED L/S POLO,M,11,POLO,T1,Pique Polo (M),4.000000000000000000,295
M2012123A49G,VINTAGE ACHILLES RAGLAN HOOD,M,20,SWEATS,G1,Overhead Hood,4.000000000000000000,325
M4010621A18C,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),4.000000000000000000,1476
M7010879AK6E,CODE SL CLASSIC APQ JOGGER,M,70,PANT,B1,Jersey Pant,4.000000000000000000,312
MF310223A16A,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,4.000000000000000000,676

