No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
W1011200A06A,VINTAGE VL EMBELLISHED TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),5.000000000000000000,518
W7010802A02A,CODE S LOGO ELASTIC LEGGING,G,70,PANT,B1,Jersey Pant,5.000000000000000000,400
M1011629A8ML,VINTAGE TRAVEL STICKER TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,425
M1011473A9CK,VINTAGE SCRIPT WORKWEAR TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,341
MS311304ACNS,CORE LOOSE SS TEE,M,S3,Sports Apparel,1T,Sports Tops,4.000000000000000000,158
M1011353A6RT,VL TEE TRIPLE PACK,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,321
M1011473A8PV,VINTAGE SCRIPT WORKWEAR TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,256
M1011663AJU5,VINTAGE NOSTALGIA SCRIPT TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,256
MF310186AOPI,CODE ESSENTIAL FLIP FLOP,M,F3,FLIP FLOP,V7,Flip Flop,3.000000000000000000,81
MF310223A16A,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,3.000000000000000000,507

