No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M7010793AL3L,CORE CARGO,M,70,PANT,B4,Woven Pant,2.000000000000000000,738
M1110031A01C,CLASSIC PIQUE S/S POLO,M,11,POLO,T1,Pique Polo (M),5.000000000000000000,620
M4010653A01C,COTTON LS OXFORD SHIRT,M,40,SHIRT,R2,L/S Shirt (M),2.000000000000000000,558
WF310185A44C,CODE LOGO VEGAN POOL SLIDE,G,F3,FLIP FLOP,V7,Flip Flop,3.000000000000000000,507
M1011637ABQF,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,504
M1110343A5XE,CLASSIC PIQUE POLO,M,11,POLO,T1,Pique Polo (M),2.000000000000000000,498
M7110383A02A,CODE CORE SPORT SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,498
M3010220ATSW,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498
M3010212A8WY,VINTAGE HAWAIIAN SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,4.000000000000000000,496
W2011865AAGE,VINTAGE SCRIPT COLLEGE BOMBER,G,20,SWEATS,G2,Zip Hood,1.000000000000000000,429

