No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M3010220ATSW,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,722
M1011245A07A,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),4.000000000000000000,439
MS311498A98T,GYMTECH JOGGER,M,70,PANT,1P,Sports Pants,1.000000000000000000,369
W8011294A12A,VINTAGE LONG BEACH CAMI DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,339
W8011294A8RF,VINTAGE LONG BEACH CAMI DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,339
M4010608A11S,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),1.000000000000000000,339
M1011656AGI5,CODE CORE SPORT TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,318
M3110339A6PP,BOXER MULTI DOUBLE PACK,M,31,UNDERWEAR/SLEEP,UN,Underwear (M),2.000000000000000000,318
W7010678AHNR,CODE TECH JOGGER,G,70,PANT,B1,Jersey Pant,1.000000000000000000,305
MF310238A9WA,CODE CORE VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,302

