No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,747
M1011355A01C,CL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M7010888A6HF,VINTAGE SLIM JEAN,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
M7010888A6HF,VINTAGE SLIM JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
M7010888A8TV,VINTAGE SLIM JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
W8011293A8XY,VINTAGE MIDI HALTER SLIP DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,399
W8011293A8YM,VINTAGE MIDI HALTER SLIP DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,399
M3110421A8UA,RECYCLED SLEEPWEAR SHORT,M,31,UNDERWEAR/SLEEP,U5,Sleepwear,2.000000000000000000,378
M7010750A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,1.000000000000000000,369
W8011400A8XZ,VINTAGE MINI SLIP HALTER DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,339
MF310222A35C,CODE CORE VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,318

