No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011679A98T,VINTAGE 70S STRIPE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,420
W6110382A98T,VINTAGE CROP VEE NECK CARIDGAN,G,61,KNIT,K4,Cardigan,4.000000000000000000,616
M1011353A6RT,VL TEE TRIPLE PACK,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,856
M1011398AZUC,VINTAGE GAME ON 90S TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,336
M4010621A02A,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),4.000000000000000000,1476
M1011002A9AY,VL EMBOSS TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M1011358B07Q,CODE SL APPLIQUE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,282
M1011358BOPI,CODE SL APPLIQUE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,282
M1011619A01C,CODE SL STACKED APQ TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,282
M1011637A02A,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507

