No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M2012916ABQF,CODE TECH ZIP HOOD,M,20,SWEATS,G2,Zip Hood,2.000000000000000000,758
W5011641A02A,LONGLINE HOODED PUFFER GILET,G,50,JACKET,A7,Gilet,1.000000000000000000,569
M7010987A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,3.000000000000000000,554
M7010887A6JB,VINTAGE SLIM STRAIGHT JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
M7010888A8TV,VINTAGE SLIM JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
W8011291A8XY,VINTAGE WOVEN JUMPSUIT,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,434
W8011439A71D,VINTAGE EMB JUMPSUIT,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,429
M2012916A02A,CODE TECH ZIP HOOD,M,20,SWEATS,G2,Zip Hood,2.000000000000000000,399
M1011637A1IP,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,378
M1110349A9VW,VINTAGE SUPERSTATE POLO,M,11,POLO,T1,Pique Polo (M),2.000000000000000000,374

