No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M4010621A02A,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,1107
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,848
M7110298A92N,VINTAGE OVERDYED SHORT,M,71,SHORT,B0,Woven Short,3.000000000000000000,698
M1011559AHSZ,CODE ESSENTIAL OVERDYED TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,592
M7110355A8PS,CODE ESSENTIAL OVERDYED SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,558
M4010621A18C,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,554
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498
MF110248A3B1,CODE CHUNKY BASKET TRAINER,M,F1,SHOE,V6,Trainer,1.000000000000000000,459
M3010218A8MB,VINTAGE RIPSTOP SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,438
M1011533A8IN,VINTAGE MERCH STORE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,423

