No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011306A5XZ,VINTAGE SCRIPT STYLE COLL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),9.000000000000000000,711
M1011537A9BQ,VINTAGE SCRIPT INDIGO WW TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,649
M1011663A5PI,VINTAGE NOSTALGIA SCRIPT TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,588
W1011115AML9,CODE SURPLUS OS BOXY TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),5.000000000000000000,420
M1011386AJ6P,VINTAGE CL CLASSIC TEE MW,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,395
M1011626A7FE,VINTAGE COOPER CLASS RGLN TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,437
M1011637A6SI,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,412
M1011637AT7X,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,420
M1011245A5WX,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),5.000000000000000000,385
M2011969A98T,VINTAGE LOGO SODA POP HOOD,M,20,SWEATS,G1,Overhead Hood,4.000000000000000000,308

