No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011727A98T,OVERDYED LOGO LOOSE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,756
WF310184A3KU,CODE CORE VEGAN POOL SLIDE,G,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,318
M1011322AZUC,VINTAGE VL INTEREST TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,188
M1011502AGBY,VINTAGE ATHLETIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,168
M1011626A7FE,VINTAGE COOPER CLASS RGLN TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,168
M3010215A3KI,CODE CORE SPORT 17 INCH SWIM,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,438
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498
MF310237AZTV,VINTAGE VEGAN FLIP FLOP,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,258
W7110400A6EJ,VINTAGE MID RISE SLIM SHORT,G,71,SHORT,M1,Denim Short,1.000000000000000000,251
M2012916A02A,CODE TECH ZIP HOOD,M,20,SWEATS,G2,Zip Hood,1.000000000000000000,399

