No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),5.000000000000000000,1695
M1011558AT7X,CODE STACKED LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,512
M1011681AT7X,CODE OSAKA LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,507
M7110397A01C,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,4.000000000000000000,977
WF310183A8PX,CODE CORE SPRT VEGAN FLIP FLOP,G,F3,FLIP FLOP,V7,Flip Flop,3.000000000000000000,387
M1011634AT7X,CODE ATH. CLUB GRAPHIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,354
M1011296A7EX,VINTAGE BASEBALL TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,281
M3010212A9AI,VINTAGE HAWAIIAN SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,747
M3010215ABCZ,CODE CORE SPORT 17 INCH SWIM,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,657
M7110298ABTN,VINTAGE OVERDYED SHORT,M,71,SHORT,B0,Woven Short,3.000000000000000000,698

