No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M7010750A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,2.000000000000000000,738
M7010929A7BN,VINTAGE CARPENTER JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,413
M1011637A1IP,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,378
M7010934A8PS,CODE ESSENTIAL OVERDYED JOGGER,M,70,PANT,B1,Jersey Pant,1.000000000000000000,369
M1011750A1FE,TONAL VL T SHIRT,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,359
M7011032A5WB,ESSENTIAL LOGO JOGGERS,M,70,PANT,B1,Jersey Pant,1.000000000000000000,339
M7010992A5WB,VINTAGE GYM ATHLETIC JOGGER UB,M,70,PANT,B1,Jersey Pant,2.000000000000000000,338
M1011561A10E,CODE ATH. CLUB EMB TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,338
M1011634AADQ,CODE ATH. CLUB GRAPHIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,338
MS311498A07Q,GYMTECH JOGGER,M,70,PANT,1P,Sports Pants,1.000000000000000000,332

