No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M7010987A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,3.000000000000000000,1107
M5011257A02A,VINTAGE LEATHER MOTO BIKER,M,50,JACKET,A3,Leather,1.000000000000000000,844
M1110349A01C,VINTAGE SUPERSTATE POLO,M,11,POLO,T1,Pique Polo (M),3.000000000000000000,747
M7110386A02A,CODE TECH SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,558
M4010620A8UL,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,558
M4010620A8ZO,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,558
M1011245A4AO,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),4.000000000000000000,516
MF310223A16A,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,3.000000000000000000,507
M1110247AZ7Z,CLASSIC PIQUE POLO,M,11,POLO,T1,Pique Polo (M),2.000000000000000000,498
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498

