No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011306AT7X,VINTAGE SCRIPT STYLE COLL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,316
M1011245A07A,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),4.000000000000000000,323
M1011245A4AO,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),4.000000000000000000,323
M1110349A01C,VINTAGE SUPERSTATE POLO,M,11,POLO,T1,Pique Polo (M),4.000000000000000000,498
W1011165A8OW,VINTAGE SCRIPT STYLE EMB TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),3.000000000000000000,207
W1011122A01C,ESSENTIAL LOGO EMB TEE,G,10,T.SHIRT,C4,Basic Non-Printed T.Shirt (W),3.000000000000000000,323
W2011310A02A,CODE TECH ZIP HOOD,G,20,SWEATS,G2,Zip Hood,3.000000000000000000,998
W7110347A8XI,VINTAGE PRINTED BEACH SHORT,G,71,SHORT,B0,Woven Short,3.000000000000000000,657
W8011421A9VZ,SATIN CAMI MIDI SLIP DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,3.000000000000000000,1107
WS311688AERG,CORE CREW,G,S3,Sports Apparel,1S,Sports Sweats,3.000000000000000000,231

