No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M7110355A8PS,CODE ESSENTIAL OVERDYED SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,558
M7110298ABTN,VINTAGE OVERDYED SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,530
M7110397ADDP,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,530
M1011637AT7X,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,529
M1011559A3KU,CODE ESSENTIAL OVERDYED TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M7110383A8PV,CODE CORE SPORT SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,498
MF110248AKH7,CODE CHUNKY BASKET TRAINER,M,F1,SHOE,V6,Trainer,1.000000000000000000,413
M1110349A01C,VINTAGE SUPERSTATE POLO,M,11,POLO,T1,Pique Polo (M),2.000000000000000000,374
M7010115A5ZR,TAILORED STRAIGHT,M,70,PANT,B2,Denim Pant,1.000000000000000000,359
M1011861A5WG,JAPANESE VL GRAPHIC T SHIRT,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,359

