"Offer No."	"Type"	"No."	"Variant Type"	"Variant Code"	"Exclude"	"Unit of Measure"	"Description"	"No. of Items Needed"	"Line Group"	"Deal Price/Disc. %"	"Disc. Type"	"Standard Price"	"Standard Price Including VAT"	"Discount Amount"	"Discount Amount Including VAT"	"Offer Price"	"Offer Price Including VAT"

"QAT-MM-00005"	"Item"	"5057847017017"	" "	""	"No"	""	"MOUNTAIN SPORT MONO MINI TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00005"	"Item"	"5057847017024"	" "	""	"No"	""	"MOUNTAIN SPORT MONO MINI TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00005"	"Item"	"5057847017031"	" "	""	"No"	""	"MOUNTAIN SPORT MONO MINI TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00005"	"Item"	"5057847017048"	" "	""	"No"	""	"MOUNTAIN SPORT MONO MINI TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00005"	"Item"	"5057847017055"	" "	""	"No"	""	"MOUNTAIN SPORT MONO MINI TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00005"	"Item"	"5057847283696"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847283702"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847283719"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847283726"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847283733"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847423627"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847423634"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847423641"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847423658"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847423665"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847284181"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847284198"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847284204"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847284211"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847284228"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847844576"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847844583"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847844590"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847844606"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847844613"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00005"	"Item"	"5057847649652"	" "	""	"No"	""	"VINTAGE SURF RANCHERO TEE"	"0"	""	"75.4717"	"Disc. %"	"159.00"	"159.00"	"120.00"	"120.00"	"39.00"	"39.00"
"QAT-MM-00005"	"Item"	"5057847649669"	" "	""	"No"	""	"VINTAGE SURF RANCHERO TEE"	"0"	""	"75.4717"	"Disc. %"	"159.00"	"159.00"	"120.00"	"120.00"	"39.00"	"39.00"
"QAT-MM-00005"	"Item"	"5057847649676"	" "	""	"No"	""	"VINTAGE SURF RANCHERO TEE"	"0"	""	"75.4717"	"Disc. %"	"159.00"	"159.00"	"120.00"	"120.00"	"39.00"	"39.00"
"QAT-MM-00005"	"Item"	"5057847649683"	" "	""	"No"	""	"VINTAGE SURF RANCHERO TEE"	"0"	""	"75.4717"	"Disc. %"	"159.00"	"159.00"	"120.00"	"120.00"	"39.00"	"39.00"
"QAT-MM-00005"	"Item"	"5057847649690"	" "	""	"No"	""	"VINTAGE SURF RANCHERO TEE"	"0"	""	"75.4717"	"Disc. %"	"159.00"	"159.00"	"120.00"	"120.00"	"39.00"	"39.00"
"QAT-MM-00005"	"Item"	"5057847308726"	" "	""	"No"	""	"MILITARY SHIRT"	"0"	""	"75.22124"	"Disc. %"	"339.00"	"339.00"	"255.00"	"255.00"	"84.00"	"84.00"
"QAT-MM-00005"	"Item"	"5057847308733"	" "	""	"No"	""	"MILITARY SHIRT"	"0"	""	"75.22124"	"Disc. %"	"339.00"	"339.00"	"255.00"	"255.00"	"84.00"	"84.00"
"QAT-MM-00005"	"Item"	"5057847308740"	" "	""	"No"	""	"MILITARY SHIRT"	"0"	""	"75.22124"	"Disc. %"	"339.00"	"339.00"	"255.00"	"255.00"	"84.00"	"84.00"
"QAT-MM-00005"	"Item"	"5057847308757"	" "	""	"No"	""	"MILITARY SHIRT"	"0"	""	"75.22124"	"Disc. %"	"339.00"	"339.00"	"255.00"	"255.00"	"84.00"	"84.00"
"QAT-MM-00005"	"Item"	"5057847308764"	" "	""	"No"	""	"MILITARY SHIRT"	"0"	""	"75.22124"	"Disc. %"	"339.00"	"339.00"	"255.00"	"255.00"	"84.00"	"84.00"
"QAT-MM-00005"	"Item"	"5057847664822"	" "	""	"No"	""	"VINTAGE OVERSIZED CHECK SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847664839"	" "	""	"No"	""	"VINTAGE OVERSIZED CHECK SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847664846"	" "	""	"No"	""	"VINTAGE OVERSIZED CHECK SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847664853"	" "	""	"No"	""	"VINTAGE OVERSIZED CHECK SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847664860"	" "	""	"No"	""	"VINTAGE OVERSIZED CHECK SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847665102"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.1004"	"Disc. %"	"249.00"	"249.00"	"187.00"	"187.00"	"62.00"	"62.00"
"QAT-MM-00005"	"Item"	"5057847665119"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.1004"	"Disc. %"	"249.00"	"249.00"	"187.00"	"187.00"	"62.00"	"62.00"
"QAT-MM-00005"	"Item"	"5057847665126"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.1004"	"Disc. %"	"249.00"	"249.00"	"187.00"	"187.00"	"62.00"	"62.00"
"QAT-MM-00005"	"Item"	"5057847665133"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.1004"	"Disc. %"	"249.00"	"249.00"	"187.00"	"187.00"	"62.00"	"62.00"
"QAT-MM-00005"	"Item"	"5057847665140"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.1004"	"Disc. %"	"249.00"	"249.00"	"187.00"	"187.00"	"62.00"	"62.00"
"QAT-MM-00005"	"Item"	"5057847673640"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847673657"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847673664"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847673671"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847673688"	" "	""	"No"	""	"VINTAGE RESORT SHIRT"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5057847321374"	" "	""	"No"	""	"EXPEDITION DOWN PADDED GILET"	"0"	""	"75.04105"	"Disc. %"	"609.00"	"609.00"	"457.00"	"457.00"	"152.00"	"152.00"
"QAT-MM-00005"	"Item"	"5057847321381"	" "	""	"No"	""	"EXPEDITION DOWN PADDED GILET"	"0"	""	"75.04105"	"Disc. %"	"609.00"	"609.00"	"457.00"	"457.00"	"152.00"	"152.00"
"QAT-MM-00005"	"Item"	"5057847321398"	" "	""	"No"	""	"EXPEDITION DOWN PADDED GILET"	"0"	""	"75.04105"	"Disc. %"	"609.00"	"609.00"	"457.00"	"457.00"	"152.00"	"152.00"
"QAT-MM-00005"	"Item"	"5057847321404"	" "	""	"No"	""	"EXPEDITION DOWN PADDED GILET"	"0"	""	"75.04105"	"Disc. %"	"609.00"	"609.00"	"457.00"	"457.00"	"152.00"	"152.00"
"QAT-MM-00005"	"Item"	"5059046979660"	" "	""	"No"	""	"LS BOHEMIAN TOP"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
"QAT-MM-00005"	"Item"	"5059046979677"	" "	""	"No"	""	"LS BOHEMIAN TOP"	"0"	""	"75.26882"	"Disc. %"	"279.00"	"279.00"	"210.00"	"210.00"	"69.00"	"69.00"
