No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M7110397A8FB,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,3.000000000000000000,837
WF110189A04C,VEGAN BASKET SPORT LOW TRAINER,G,F1,SHOE,V6,Trainer,2.000000000000000000,798
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,678
W2011613A8PV,CODE CORE SPORT HALF ZIP,G,20,SWEATS,G3,Sweats,2.000000000000000000,618
M7110397A8TK,VINTAGE OFFICER CHINO SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,558
M1110252AARX,VINT DESTROY POLO,M,11,POLO,T1,Pique Polo (M),4.000000000000000000,511
M1011581A06A,VINTAGE TRIBAL SURF TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M7110381AZUC,VLE JERSEY SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,498
M7110383A02A,CODE CORE SPORT SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,498
MS311281A92N,RUN JACKET,M,S3,Sports Apparel,1J,Sports Jkts,4.000000000000000000,438

