"Offer No."	"Type"	"No."	"Variant Type"	"Variant Code"	"Exclude"	"Unit of Measure"	"Description"	"No. of Items Needed"	"Line Group"	"Deal Price/Disc. %"	"Disc. Type"	"Standard Price"	"Standard Price Including VAT"	"Discount Amount"	"Discount Amount Including VAT"	"Offer Price"	"Offer Price Including VAT"
"QAT-MM-00004"	"Item"	"5059726222000"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"0"	""	"50.3876"	"Disc. %"	"129.00"	"129.00"	"65.00"	"65.00"	"64.00"	"64.00"
"QAT-MM-00004"	"Item"	"5059726222017"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"0"	""	"50.3876"	"Disc. %"	"129.00"	"129.00"	"65.00"	"65.00"	"64.00"	"64.00"
"QAT-MM-00004"	"Item"	"5059726222024"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"0"	""	"50.3876"	"Disc. %"	"129.00"	"129.00"	"65.00"	"65.00"	"64.00"	"64.00"
"QAT-MM-00004"	"Item"	"5059726014933"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726014940"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726014957"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726014964"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726014971"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015008"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015015"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015022"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015039"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015046"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726148027"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726148034"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726148041"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726148058"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726148065"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015077"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015084"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015091"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015107"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5059726015114"	" "	""	"No"	""	"CODE SL APPLIQUE LOOSE TEE"	"0"	""	"50.26455"	"Disc. %"	"189.00"	"189.00"	"95.00"	"95.00"	"94.00"	"94.00"
"QAT-MM-00004"	"Item"	"5057847286918"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847286925"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847286932"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847286949"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847286987"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847286994"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287007"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287014"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287021"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287052"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287069"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287076"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287083"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287090"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287120"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287137"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287144"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287151"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287168"	" "	""	"No"	""	"CORPORATE LOGO FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285027"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285034"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285041"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285058"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285065"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285096"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285102"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285119"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285126"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847285133"	" "	""	"No"	""	"SCRIPT STYLE COL FLOCK TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847493729"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847493736"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847493743"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847493750"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847493767"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847398536"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847398543"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847398550"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847398567"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847398574"	" "	""	"No"	""	"Script Style Col Stripe Tee"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5057847398116"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847398123"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847398130"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847398147"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847398154"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847398185"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847398192"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847398208"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847398215"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847398222"	" "	""	"No"	""	"SCRIPT STYLE WW FOIL TEE"	"0"	""	"50.31447"	"Disc. %"	"159.00"	"159.00"	"80.00"	"80.00"	"79.00"	"79.00"
"QAT-MM-00004"	"Item"	"5057847287267"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5057847287274"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5057847287281"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5057847287298"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5057847287304"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5057847287335"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5057847287342"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5057847287359"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5057847287366"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5057847287373"	" "	""	"No"	""	"SUPERDRY CODE MICRO LOGO TEE"	"0"	""	"50.29586"	"Disc. %"	"169.00"	"169.00"	"85.00"	"85.00"	"84.00"	"84.00"
"QAT-MM-00004"	"Item"	"5059726111731"	" "	""	"No"	""	"VINTAGE COLLEGE RINGER TEE"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5059726111748"	" "	""	"No"	""	"VINTAGE COLLEGE RINGER TEE"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5059726111755"	" "	""	"No"	""	"VINTAGE COLLEGE RINGER TEE"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5059726111762"	" "	""	"No"	""	"VINTAGE COLLEGE RINGER TEE"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5059726111779"	" "	""	"No"	""	"VINTAGE COLLEGE RINGER TEE"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5059726013745"	" "	""	"No"	""	"VINTAGE COLLEGE RINGER TEE"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
"QAT-MM-00004"	"Item"	"5059726013752"	" "	""	"No"	""	"VINTAGE COLLEGE RINGER TEE"	"0"	""	"50.35971"	"Disc. %"	"139.00"	"139.00"	"70.00"	"70.00"	"69.00"	"69.00"
