No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011559A3KU,CODE ESSENTIAL OVERDYED TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,1014
W8011411A8VB,VINTAGE LONG HALTER CAMI DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,2.000000000000000000,798
M2011804A02A,CODE TECH ZIP HOOD,M,20,SWEATS,G2,Zip Hood,4.000000000000000000,756
M1110031AA3Z,CLASSIC PIQUE S/S POLO,M,11,POLO,T1,Pique Polo (M),6.000000000000000000,744
M1110247AZ7Z,CLASSIC PIQUE POLO,M,11,POLO,T1,Pique Polo (M),6.000000000000000000,744
M1110252A63Q,VINT DESTROY POLO,M,11,POLO,T1,Pique Polo (M),6.000000000000000000,744
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,678
M1011633A1SM,VINTAGE CORE LOGO CLASSIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,676
M3010218A8MB,VINTAGE RIPSTOP SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,657
M3010218AZTV,VINTAGE RIPSTOP SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,657

