No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M4010620A9AI,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,837
M4010620A8ZO,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,558
M1011558AT7X,CODE STACKED LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M1110252A63Q,VINT DESTROY POLO,M,11,POLO,T1,Pique Polo (M),2.000000000000000000,498
M7010886A7CQ,VINTAGE STRAIGHT JEAN,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
W7010798A3LX,VINTAGE MID RISE SKINNY,G,70,PANT,B2,Denim Pant,1.000000000000000000,399
M1011585A18C,VINTAGE CREATURES TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,378
M1011585A7UF,VINTAGE CREATURES TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,378
M4010621A18C,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),1.000000000000000000,369
M7010987A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,1.000000000000000000,369

