No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011002A8ZC,VL EMBOSS TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,588
M1011637ABQF,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,588
M1011637A6SI,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,504
M1011245A6BG,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),6.000000000000000000,378
M1011002A9DK,VL EMBOSS TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,420
M1011306A5XZ,VINTAGE SCRIPT STYLE COLL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,395
M1011472A98T,VINTAGE VL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,420
M1110247A5EY,CLASSIC PIQUE POLO,M,11,POLO,T1,Pique Polo (M),5.000000000000000000,620
M7010793A3LS,CORE CARGO,M,70,PANT,B4,Woven Pant,5.000000000000000000,920
M1011245A5WZ,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),4.000000000000000000,256

