No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M7110355A02A,CODE ESSENTIAL OVERDYED SHORT,M,71,SHORT,B9,Jersey Short,3.000000000000000000,837
M7010987AJAR,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,2.000000000000000000,701
M1011727A98T,OVERDYED LOGO LOOSE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,567
M1011754A9VI,CORE LOGO CLASSIC T SHIRT,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,567
M7110397A8FB,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,558
M7110397ADDP,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,530
M4010608AVYJ,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,509
M1011697A01C,VINTAGE VL STORE CLASSIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M5011498A61Y,CODE XPD RADAR QUILT MIX JKT,M,50,JACKET,A4,Padded,1.000000000000000000,494
M1011558AWUY,CODE STACKED LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,490

