No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,1017
M3010211A9KJ,STUDIOS SWIM SHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,747
MF310223A16A,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,4.000000000000000000,676
M7110386A02A,CODE TECH SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,558
M1011473A9CK,VINTAGE SCRIPT WORKWEAR TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,523
M1011637AT7X,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
MF310223A10E,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,3.000000000000000000,507
MF310223A44C,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,3.000000000000000000,507
M3010212A9AI,VINTAGE HAWAIIAN SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498
M7010890A6IX,VINTAGE SKINNY JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459

