"Offer No."	"Type"	"No."	"Variant Type"	"Variant Code"	"Exclude"	"Unit of Measure"	"Description"	"No. of Items Needed"	"Line Group"	"Deal Price/Disc. %"	"Disc. Type"	"Standard Price"	"Standard Price Including VAT"	"Discount Amount"	"Discount Amount Including VAT"	"Offer Price"	"Offer Price Including VAT"
"QAT-MM-00010"	"Item"	"5059726386856"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726386863"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726386870"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726386887"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726386894"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726386924"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726386931"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726386948"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726386955"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726386962"	" "	""	"No"	""	"VINTAGE SCRIPT STYLE NEON TEE"	"0"	""	"75.53957"	"Disc. %"	"139.00"	"139.00"	"105.00"	"105.00"	"34.00"	"34.00"
"QAT-MM-00010"	"Item"	"5059726714604"	" "	""	"No"	""	"VINTAGE VL PREM G FLORAL TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726714611"	" "	""	"No"	""	"VINTAGE VL PREM G FLORAL TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726714628"	" "	""	"No"	""	"VINTAGE VL PREM G FLORAL TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726714635"	" "	""	"No"	""	"VINTAGE VL PREM G FLORAL TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726714642"	" "	""	"No"	""	"VINTAGE VL PREM G FLORAL TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726116279"	" "	""	"No"	""	"CODE HERITAGE BOXY OS TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726116286"	" "	""	"No"	""	"CODE HERITAGE BOXY OS TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726116293"	" "	""	"No"	""	"CODE HERITAGE BOXY OS TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726116309"	" "	""	"No"	""	"CODE HERITAGE BOXY OS TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726116316"	" "	""	"No"	""	"CODE HERITAGE BOXY OS TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726147785"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726147792"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726147808"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726147815"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5059726147822"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5057847835826"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5057847835833"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5057847835840"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5057847835857"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5057847835864"	" "	""	"No"	""	"CODE MICRO LOGO TEE"	"0"	""	"75.14793"	"Disc. %"	"169.00"	"169.00"	"127.00"	"127.00"	"42.00"	"42.00"
"QAT-MM-00010"	"Item"	"5057847283696"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847283702"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847283719"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847283726"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847283733"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847284181"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847284198"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847284204"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847284211"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847284228"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847844576"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847844583"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847844590"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
"QAT-MM-00010"	"Item"	"5057847844606"	" "	""	"No"	""	"VINTAGE LOGO EMB TEE"	"0"	""	"75.22936"	"Disc. %"	"109.00"	"109.00"	"82.00"	"82.00"	"27.00"	"27.00"
