No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M5011574A27E,VINTAGE VARSITY PATCHED BOMBER,M,50,JACKET,A1,Casual Jacket,1.000000000000000000,669
W8011291A8XY,VINTAGE WOVEN JUMPSUIT,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,579
M7110355A8PY,CODE ESSENTIAL OVERDYED SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,558
M7010887A8VJ,VINTAGE SLIM STRAIGHT JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459
M4010620A9AI,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,446
M3010215A8PV,CODE CORE SPORT 17 INCH SWIM,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,438
W7010795A7UD,VINTAGE HIGH RISE STRAIGHT,G,70,PANT,B2,Denim Pant,1.000000000000000000,399
W7010798A3LX,VINTAGE MID RISE SKINNY,G,70,PANT,B2,Denim Pant,1.000000000000000000,399
MF110152A6FS,VEGAN BASKET OV LOW TRAINER,M,F1,SHOE,V6,Trainer,1.000000000000000000,399
M7010987A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,1.000000000000000000,369

