No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M4010621A18C,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),4.000000000000000000,1476
M4010620A8RS,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,837
MS311465A02A,GYMTECH ZIP HOODIE,M,S3,Sports Apparel,1S,Sports Sweats,2.000000000000000000,798
M3010220A27E,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,747
MF310223A16A,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,4.000000000000000000,676
M5011574A27E,VINTAGE VARSITY PATCHED BOMBER,M,50,JACKET,A1,Casual Jacket,1.000000000000000000,669
M1110252AARX,VINT DESTROY POLO,M,11,POLO,T1,Pique Polo (M),5.000000000000000000,650
MS311475AF2L,WATERPROOF JACKET,M,S3,Sports Apparel,1J,Sports Jkts,1.000000000000000000,609
M1011473A9CK,VINTAGE SCRIPT WORKWEAR TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,599
M4010620A9DL,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,558

