No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M5011574A27E,VINTAGE VARSITY PATCHED BOMBER,M,50,JACKET,A1,Casual Jacket,2.000000000000000000,1338
M4010620ACP7,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),4.000000000000000000,1116
M4010623A01C,VINTAGE OXFORD S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),4.000000000000000000,1116
M5011651AVZ7,VINTAGE COLLEGE VARSITY BOMBER,M,50,JACKET,A1,Casual Jacket,2.000000000000000000,1098
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,1017
W5011214A02A,VINTAGE VARSITY WOOL PU BOMBER,G,50,JACKET,A1,Casual Jacket,3.000000000000000000,1002
M1011306A98T,VINTAGE SCRIPT STYLE COLL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),11.000000000000000000,869
M1110247A5EY,CLASSIC PIQUE POLO,M,11,POLO,T1,Pique Polo (M),7.000000000000000000,868
M1011558AADQ,CODE STACKED LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,845
M1011473A00Q,VINTAGE SCRIPT WORKWEAR TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),10.000000000000000000,840

