No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
W6011278A6WV,VINTAGE BEACH CAMI TOP,G,60,TOPS,T7,Woven Tops (W),3.000000000000000000,80
W8011100ABVT,VINTAGE JERSEY MIDI DRESS,G,80,DRESS & ONE PIECE,D2,Jersey Dress/One Piece,3.000000000000000000,204
WS311486A4MD,CORE SS TEE,G,S3,Sports Apparel,1T,Sports Tops,3.000000000000000000,122
M1011322A02A,VINTAGE VL INTEREST TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,302
M1011637AT7X,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M1011656AGUL,CODE CORE SPORT TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,245
M3010220ATSW,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,747
M3010215ABCZ,CODE CORE SPORT 17 INCH SWIM,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,438
M3010220A27E,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498
MF310190ABVT,VINTAGE CLASSIC FLIP FLOP,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,54

