No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011822ABII,RS FOOTBALL ARGENTINA TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),5.000000000000000000,273
W1010694A1SB,SCRIPT STYLE WW FOIL TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),3.000000000000000000,120
M1011473A00C,VINTAGE SCRIPT WORKWEAR TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,258
M1011814A34C,RS FOOTBALL GERMANY TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,164
M1110247A6IR,CLASSIC PIQUE POLO,M,11,POLO,T1,Pique Polo (M),3.000000000000000000,374
M1110252AL6V,VINT DESTROY POLO,M,11,POLO,T1,Pique Polo (M),3.000000000000000000,374
W1010797A10C,VINTAGE CORP LOGO MARL TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),2.000000000000000000,170
M1011820AGAG,RS FOOTBALL MEXICO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,109
M1110252A63Q,VINT DESTROY POLO,M,11,POLO,T1,Pique Polo (M),2.000000000000000000,249
M3010172A5DA,STUDIOS SD SWIM SHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,113

