No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,722
M3010220A27E,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,685
M5011729ARXG,COLLEGE VARSITY PATCHED BOMBER,M,50,JACKET,A1,Casual Jacket,1.000000000000000000,683
Y9110157A33B,CODE MTN TARP,M,91,BAGS,Y1,Rucksack,2.000000000000000000,678
M1011624A9DM,VINTAGE GYM ATH RAGLAN TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,676
M7110397A01C,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,558
M1011831AV2N,CORE LOGO CLASSIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,548
W9110342A16A,TARP RUCKSACK,G,91,BAGS,Y1,Rucksack,2.000000000000000000,517
W9110340A9HG,VINTAGE TERRAIN MONTANA,G,91,BAGS,Y1,Rucksack,2.000000000000000000,498
M7010890A9EC,VINTAGE SKINNY JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,459

