No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011245A5WW,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,387
M1011637AT7X,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,378
W8011297A8RT,VINTAGE NOTCH NECK MINI DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,339
M7110401A8MB,VINTAGE HEAVY CARGO SHORT,M,71,SHORT,B0,Woven Short,1.000000000000000000,339
MF310238A8PZ,CODE CORE VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,318
W2011613A02A,CODE CORE SPORT HALF ZIP,G,20,SWEATS,G3,Sweats,1.000000000000000000,309
Y9110261A02A,NYC MONTANA,G,91,BAGS,Y1,Rucksack,2.000000000000000000,279
M7110298ABTN,VINTAGE OVERDYED SHORT,M,71,SHORT,B0,Woven Short,1.000000000000000000,279
M7110397A01C,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,1.000000000000000000,279
M1110343B02A,CLASSIC PIQUE POLO,M,11,POLO,T1,Pique Polo (M),2.000000000000000000,249

