No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011331A02A,VINTAGE ATHLETIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),8.000000000000000000,653
M1110252A06A,VINT DESTROY POLO,M,11,POLO,T1,Pique Polo (M),8.000000000000000000,1055
M1011537A9BQ,VINTAGE SCRIPT INDIGO WW TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,696
M1011559A02A,CODE ESSENTIAL OVERDYED TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,603
M1011559AHSZ,CODE ESSENTIAL OVERDYED TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),7.000000000000000000,594
M1011570AZTV,VINTAGE TEXTURE TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),7.000000000000000000,573
M4010653AH71,COTTON LS OXFORD SHIRT,M,40,SHIRT,R2,L/S Shirt (M),7.000000000000000000,1263
M1011633AUR5,VINTAGE CORE LOGO CLASSIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,512
M1011296A6GP,VINTAGE BASEBALL TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),6.000000000000000000,426
MF310223A16A,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,6.000000000000000000,510

