No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011386A9SN,VINTAGE CL CLASSIC TEE MW,M,10,T.SHIRT,C1,Printed T.Shirt (M),10.000000000000000000,774
M1011245A6BG,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),7.000000000000000000,441
M1011629A8ML,VINTAGE TRAVEL STICKER TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,496
M1110344A55D,VINTAGE TIPPED S/S POLO,M,11,POLO,T1,Pique Polo (M),6.000000000000000000,732
M3010212A8WY,VINTAGE HAWAIIAN SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,6.000000000000000000,732
W1010797ABCY,VINTAGE CORP LOGO MARL TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),5.000000000000000000,338
W1011200A06A,VINTAGE VL EMBELLISHED TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),5.000000000000000000,412
M1011245A5WZ,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),5.000000000000000000,314
M4010621A02A,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),5.000000000000000000,920
M4010621A18C,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),5.000000000000000000,902

