No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
W2011310A02A,CODE TECH ZIP HOOD,G,20,SWEATS,G2,Zip Hood,5.000000000000000000,1197
M1011245A33B,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),5.000000000000000000,323
W1011031A9BA,VINTAGE LOGO EMBOSS TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),4.000000000000000000,318
M1011245AB3L,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),4.000000000000000000,258
W8011266A01C,VINTAGE VEST POLO DRESS,G,80,DRESS & ONE PIECE,D2,Jersey Dress/One Piece,3.000000000000000000,685
M1011558A7XQ,CODE STACKED LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,473
M1011727A98T,OVERDYED LOGO LOOSE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,482
M1011296A6ZS,VINTAGE BASEBALL TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,207
M4010620A9AI,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,809
M4010648A8ZH,VINTAGE CHECK SHIRT,M,40,SHIRT,R2,L/S Shirt (M),3.000000000000000000,558

