No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M6010727A01C,VINTAGE LOGO EMB S/S HENLEY,M,60,TOPS,T9,Jersey Top (M),5.000000000000000000,845
W1010844A01C,VINTAGE VENUE INTEREST TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),4.000000000000000000,276
W7010774A0WA,CODE HERITAGE LEGGING,G,70,PANT,B1,Jersey Pant,4.000000000000000000,316
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,4.000000000000000000,996
W1010694A43D,SCRIPT STYLE WW FOIL TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),3.000000000000000000,237
W1011045A7KE,CODE HERITAGE BOXY OS TEE,G,10,T.SHIRT,C4,Basic Non-Printed T.Shirt (W),3.000000000000000000,252
M1011398AIDZ,VINTAGE GAME ON 90S TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,252
M1011245A44C,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,387
M3110340B6PJ,BOXER DUAL LOGO DOUBLE PACK,M,31,UNDERWEAR/SLEEP,UN,Underwear (M),3.000000000000000000,477
M4010620A8RS,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,837

