No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011558AT7X,CODE STACKED LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,676
M1011633A6GK,VINTAGE CORE LOGO CLASSIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,659
M1011474A27E,VINTAGE SCRIPTED COLLEGE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M3010212A8WY,VINTAGE HAWAIIAN SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,372
M7110355A8PS,CODE ESSENTIAL OVERDYED SHORT,M,71,SHORT,B9,Jersey Short,3.000000000000000000,698
W9110336A02A,CODE CLASSIC MULTI BUMBAG,G,91,BAGS,Y4,Shoulder,2.000000000000000000,209
M1011822ABII,RS FOOTBALL ARGENTINA TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,108
M7010987A6SI,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,2.000000000000000000,738
M7110381A98T,VLE JERSEY SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,498
MF310187A06G,CODE ESSENTIAL POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,2.000000000000000000,128

