No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M3010212A8YZ,VINTAGE HAWAIIAN SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,6.000000000000000000,744
M4010620A8YZ,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),5.000000000000000000,695
M1011637ABQF,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,256
M3010212A8ZP,VINTAGE HAWAIIAN SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,4.000000000000000000,496
MF310187A06G,CODE ESSENTIAL POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,4.000000000000000000,250
MF310187A92E,CODE ESSENTIAL POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,4.000000000000000000,250
W1010797A12A,VINTAGE CORP LOGO MARL TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),3.000000000000000000,207
M1011296A6GP,VINTAGE BASEBALL TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,207
M3010212A8WY,VINTAGE HAWAIIAN SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,372
M7110391AJUA,VINTAGE GYM ATHLETIC SHORT UB,M,71,SHORT,B9,Jersey Short,3.000000000000000000,372

