"Offer No."	"Type"	"No."	"Variant Type"	"Variant Code"	"Exclude"	"Unit of Measure"	"Description"	"No. of Items Needed"	"Line Group"	"Deal Price/Disc. %"	"Disc. Type"	"Standard Price"	"Standard Price Including VAT"	"Discount Amount"	"Discount Amount Including VAT"	"Offer Price"	"Offer Price Including VAT"

"QAT-MM-00007"	"Item"	"5057847648259"	" "	""	"No"	""	"CODE CL LINEAR LOOSE TEE"	"1"	"A"	"0.00"	"Disc. %"	"159.00"	"159.00"	"0.00"	"0.00"	"159.00"	"159.00"
"QAT-MM-00007"	"Item"	"5057847648266"	" "	""	"No"	""	"CODE CL LINEAR LOOSE TEE"	"1"	"A"	"0.00"	"Disc. %"	"159.00"	"159.00"	"0.00"	"0.00"	"159.00"	"159.00"
"QAT-MM-00007"	"Item"	"5057847648273"	" "	""	"No"	""	"CODE CL LINEAR LOOSE TEE"	"1"	"A"	"0.00"	"Disc. %"	"159.00"	"159.00"	"0.00"	"0.00"	"159.00"	"159.00"
"QAT-MM-00007"	"Item"	"5057847648396"	" "	""	"No"	""	"CODE CL LINEAR LOOSE TEE"	"1"	"A"	"0.00"	"Disc. %"	"159.00"	"159.00"	"0.00"	"0.00"	"159.00"	"159.00"
"QAT-MM-00007"	"Item"	"5057847648402"	" "	""	"No"	""	"CODE CL LINEAR LOOSE TEE"	"1"	"A"	"0.00"	"Disc. %"	"159.00"	"159.00"	"0.00"	"0.00"	"159.00"	"159.00"
"QAT-MM-00007"	"Item"	"5057847648419"	" "	""	"No"	""	"CODE CL LINEAR LOOSE TEE"	"1"	"A"	"0.00"	"Disc. %"	"159.00"	"159.00"	"0.00"	"0.00"	"159.00"	"159.00"
"QAT-MM-00007"	"Item"	"5059726221805"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00007"	"Item"	"5059726221812"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00007"	"Item"	"5059726221829"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00007"	"Item"	"5059726221836"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00007"	"Item"	"5059726221843"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00007"	"Item"	"5059726221980"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00007"	"Item"	"5059726221997"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
"QAT-MM-00007"	"Item"	"5059726222000"	" "	""	"No"	""	"CODE CORE SPORT TEE"	"1"	"A"	"0.00"	"Disc. %"	"129.00"	"129.00"	"0.00"	"0.00"	"129.00"	"129.00"
