No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M7110355A8PS,CODE ESSENTIAL OVERDYED SHORT,M,71,SHORT,B9,Jersey Short,3.000000000000000000,809
M1110031A01C,CLASSIC PIQUE S/S POLO,M,11,POLO,T1,Pique Polo (M),6.000000000000000000,744
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,678
M9710054A9NT,SDR GARRITSEN,M,97,SUNGLASSES,X5,Sunglasses,2.000000000000000000,678
M1011559A02A,CODE ESSENTIAL OVERDYED TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,676
M3010215ABCZ,CODE CORE SPORT 17 INCH SWIM,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,657
W7110347A8XI,VINTAGE PRINTED BEACH SHORT,G,71,SHORT,B0,Woven Short,3.000000000000000000,657
M1110031A02A,CLASSIC PIQUE S/S POLO,M,11,POLO,T1,Pique Polo (M),5.000000000000000000,615
W7010888A02A,CODE CORE SPORT JOGGER,G,70,PANT,B1,Jersey Pant,2.000000000000000000,558
M7110355A8PY,CODE ESSENTIAL OVERDYED SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,558

