No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,4.000000000000000000,996
M6010727A01C,VINTAGE LOGO EMB S/S HENLEY,M,60,TOPS,T9,Jersey Top (M),5.000000000000000000,845
M4010620A8RS,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,837
M3010220A12A,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,747
M7010793AL3L,CORE CARGO,M,70,PANT,B4,Woven Pant,2.000000000000000000,738
M5011455A7JM,VINTAGE MILITARY PARKA,M,50,JACKET,A1,Casual Jacket,1.000000000000000000,669
M1011353A6RT,VL TEE TRIPLE PACK,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,642
M4010620A8UL,VINTAGE HAWAIIAN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,558
M4010623A5OO,VINTAGE OXFORD S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,558
M3010220AWA7,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498

