No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011637A6SI,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),6.000000000000000000,504
W1011165A8OL,VINTAGE SCRIPT STYLE EMB TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),5.000000000000000000,345
M1011385A01C,CODE SL POCKET TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),5.000000000000000000,475
M1011629AQLI,VINTAGE TRAVEL STICKER TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,336
M1011637A02A,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,336
M7110391AJUA,VINTAGE GYM ATHLETIC SHORT UB,M,71,SHORT,B9,Jersey Short,4.000000000000000000,496
MF310190AETZ,VINTAGE CLASSIC FLIP FLOP,M,F3,FLIP FLOP,V7,Flip Flop,4.000000000000000000,108
M1011637ABQF,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,252
M1011655A01C,VINTAGE EMBROIDERY TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,162
MF310187A06G,CODE ESSENTIAL POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,3.000000000000000000,192

