No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M7110397A8FB,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,6.000000000000000000,992
M1011355A01C,CL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,359
M6010727A8ZU,VINTAGE LOGO EMB S/S HENLEY,M,60,TOPS,T9,Jersey Top (M),4.000000000000000000,425
M1011656A01C,CODE CORE SPORT TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,320
M1110349A98T,VINTAGE SUPERSTATE POLO,M,11,POLO,T1,Pique Polo (M),3.000000000000000000,374
M3010215ABCZ,CODE CORE SPORT 17 INCH SWIM,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,565
M3010220A12A,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,498
M3010220A27E,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,381
M3010220AWA7,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,3.000000000000000000,498
M6010768AK6O,VINTAGE VENUE NEON VEST,M,60,TOPS,T8,Jersey Vest,3.000000000000000000,278

