No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M7010750A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,3.000000000000000000,1107
M5011420A00S,VINTAGE HOODED MID LAYER,M,50,JACKET,A4,Padded,3.000000000000000000,867
M1110349A98T,VINTAGE SUPERSTATE POLO,M,11,POLO,T1,Pique Polo (M),3.000000000000000000,747
M7010987A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,2.000000000000000000,738
M4010621A02A,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,738
M2012075A02A,CODE CORE SPORT ZIP HOOD,M,20,SWEATS,G2,Zip Hood,2.000000000000000000,678
M1011353A6RT,VL TEE TRIPLE PACK,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,642
M4010623ABYE,VINTAGE OXFORD S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),2.000000000000000000,558
M7010793AHDP,CORE CARGO,M,70,PANT,B4,Woven Pant,2.000000000000000000,554
M1011637A8PY,CODE SURPLUS LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507

