No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011355AWQ9,CL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,423
M1011473A8PV,VINTAGE SCRIPT WORKWEAR TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,600
M7010793AL3L,CORE CARGO,M,70,PANT,B4,Woven Pant,4.000000000000000000,1292
MF310223A44C,CODE LOGO VEGAN POOL SLIDE,M,F3,FLIP FLOP,V7,Flip Flop,4.000000000000000000,510
M1011355A98T,CL TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,338
M1011559A02A,CODE ESSENTIAL OVERDYED TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,341
M1011581A71D,VINTAGE TRIBAL SURF TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,423
M1011633A1SM,VINTAGE CORE LOGO CLASSIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,338
M1011633A6GK,VINTAGE CORE LOGO CLASSIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,338
M1011655A01C,VINTAGE EMBROIDERY TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,164

