No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011559AHSZ,CODE ESSENTIAL OVERDYED TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,592
W1011161AI3I,VINTAGE MODERN VARSITY TEE,G,10,T.SHIRT,C3,Basic Printed T.Shirt (W),3.000000000000000000,237
M1011533A8IN,VINTAGE MERCH STORE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,423
M1011245AC22,VINTAGE LOGO EMB TEE,M,10,T.SHIRT,C2,Non-Printed T.Shirt (M),3.000000000000000000,387
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,848
M4010621A02A,VINTAGE BOWLING S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),3.000000000000000000,1107
M7110298A92N,VINTAGE OVERDYED SHORT,M,71,SHORT,B0,Woven Short,3.000000000000000000,698
M1011687A32I,VINTAGE TERRAIN EMBOSS TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),2.000000000000000000,338
M3010172APY7,STUDIOS SD SWIM SHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,218
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498

