No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M2012916ABQF,CODE TECH ZIP HOOD,M,20,SWEATS,G2,Zip Hood,2.000000000000000000,798
M7110381A7PN,VLE JERSEY SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,498
MF110248AKH7,CODE CHUNKY BASKET TRAINER,M,F1,SHOE,V6,Trainer,1.000000000000000000,459
M3010218AJ6P,VINTAGE RIPSTOP SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,438
M5011359A02A,VINTAGE LEATHER MOTO RACER,M,50,JACKET,A3,Leather,1.000000000000000000,422
M7110355A02A,CODE ESSENTIAL OVERDYED SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,419
W9110336A02A,CODE CLASSIC MULTI BUMBAG,G,91,BAGS,Y4,Shoulder,3.000000000000000000,417
M7010890A6JB,VINTAGE SKINNY JEAN,M,70,PANT,B2,Denim Pant,1.000000000000000000,413
M7010890A6JB,VINTAGE SKINNY JEANS,M,70,PANT,B2,Denim Pant,1.000000000000000000,413
M2012916A6SI,CODE TECH ZIP HOOD,M,20,SWEATS,G2,Zip Hood,1.000000000000000000,399
W2011310A02A,CODE TECH ZIP HOOD,G,20,SWEATS,G2,Zip Hood,1.000000000000000000,399

