No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M2013137AJZD,VINTAGE CORE SOURCE HOOD,M,20,SWEATS,G1,Overhead Hood,2.000000000000000000,738
M7010987A6SI,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,2.000000000000000000,738
M7110355A8PS,CODE ESSENTIAL OVERDYED SHORT,M,71,SHORT,B9,Jersey Short,3.000000000000000000,698
M1011558AT7X,CODE STACKED LOGO TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,676
M1011633A6GK,VINTAGE CORE LOGO CLASSIC TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,659
M7110397ADDP,VINTAGE INTERNATIONAL SHORT,M,71,SHORT,B0,Woven Short,2.000000000000000000,558
M9710057A9NP,SDR COLEMAN,M,97,SUNGLASSES,X5,Sunglasses,2.000000000000000000,558
M5011498A61Y,CODE XPD RADAR QUILT MIX JKT,M,50,JACKET,A4,Padded,1.000000000000000000,549
M1011474A27E,VINTAGE SCRIPTED COLLEGE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),3.000000000000000000,507
M7110381A98T,VLE JERSEY SHORT,M,71,SHORT,B9,Jersey Short,2.000000000000000000,498

