No_,Description,DivisionCode,ItemCategoryCode,ICCDesc,ProductGroupCode,PGDesc,Qty,SalesAmt
M1011727A98T,OVERDYED LOGO LOOSE TEE,M,10,T.SHIRT,C1,Printed T.Shirt (M),4.000000000000000000,756
M3010220A0VT,VINTAGE POLO SWIMSHORT,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,498
M3010215A3KI,CODE CORE SPORT 17 INCH SWIM,M,30,SWIMWEAR,W2,Swim Shorts,2.000000000000000000,438
W8011434A71D,VINTAGE HALTER NECK MIDI DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,429
W8011439A71D,VINTAGE EMB JUMPSUIT,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,429
W8011411A8VB,VINTAGE LONG HALTER CAMI DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,399
M2012916A02A,CODE TECH ZIP HOOD,M,20,SWEATS,G2,Zip Hood,1.000000000000000000,399
M7010750A02A,CODE TECH JOGGER,M,70,PANT,B1,Jersey Pant,1.000000000000000000,369
M4010608A01C,STUDIOS CASUAL LINEN S/S SHIRT,M,40,SHIRT,R1,S/S Shirt (M),1.000000000000000000,339
W8011297A8RT,VINTAGE NOTCH NECK MINI DRESS,G,80,DRESS & ONE PIECE,D3,Woven Dress/One Piece,1.000000000000000000,339

